Provider State,Average Covered Charges
Idaho,$76102.22
Idaho,$49806.00
Illinois,$114530.10
Illinois,$105430.33
Illinois,$86142.38
Illinois,$65701.11
Illinois,$50202.75
Illinois,$95649.87
Illinois,$87581.81
Illinois,$84913.84
Illinois,$87434.01
Illinois,$89966.37
Illinois,$121973.59
Illinois,$118770.93
Illinois,$111008.23
Illinois,$120750.07
Illinois,$118242.23
Illinois,$106556.35
Illinois,$100479.29
Illinois,$71235.94
Illinois,$83210.66
Illinois,$110116.30
Illinois,$122098.95
Illinois,$76223.17
Illinois,$77036.54
Illinois,$81487.07
Illinois,$97936.00
Illinois,$52143.45
Illinois,$73692.56
Illinois,$135330.53
Illinois,$118971.30
Illinois,$46708.35
Illinois,$76470.04
Illinois,$65775.68
Illinois,$120648.50
Illinois,$105513.15
Illinois,$80627.00
Illinois,$114705.26
Illinois,$75670.20
Illinois,$115789.75
Illinois,$95219.20
Illinois,$94717.57
Illinois,$81082.64
Illinois,$119595.37
Illinois,$67242.90
Illinois,$104990.87
Illinois,$70792.16
Illinois,$58033.80
Illinois,$99446.83
Illinois,$132323.02
Illinois,$91621.00
Illinois,$78399.11
Indiana,$76292.80
Indiana,$83286.23
Indiana,$75856.00
Indiana,$44588.22
Indiana,$76415.52
Indiana,$50566.81
Indiana,$99153.51
Indiana,$108651.85
Indiana,$53173.36
Indiana,$71226.85
Indiana,$56897.62
Indiana,$109876.11
Indiana,$51093.00
Indiana,$99101.00
Indiana,$48337.03
Indiana,$70567.30
Indiana,$94567.00
Indiana,$102074.00
Indiana,$55314.85
Indiana,$61220.54
Indiana,$73607.00
Indiana,$75575.04
Indiana,$58945.19
Indiana,$47052.88
Indiana,$59399.21
Indiana,$64733.27
Indiana,$78798.56
Indiana,$72899.75
Indiana,$58996.25
Indiana,$73936.73
Iowa,$74852.62
Iowa,$96477.94
Iowa,$74160.58
Iowa,$73762.04
Iowa,$57759.09
Iowa,$53116.26
Iowa,$62911.53
Iowa,$74000.14
Iowa,$79940.83
Iowa,$65866.79
Iowa,$42424.24
Iowa,$53053.59
Kansas,$67434.41
Kansas,$66309.40
Kansas,$75574.44
Kansas,$78341.00
Kansas,$78544.79
Kansas,$45050.04
Kansas,$127624.84
Kansas,$84225.88
Kansas,$79045.33
Kansas,$99872.50
Kansas,$104071.62
Kansas,$40112.33
Kansas,$35698.45
Kansas,$79933.78
Kansas,$43090.36
Kentucky,$50056.06
Kentucky,$47733.50
Kentucky,$54029.72
Kentucky,$34903.79
Kentucky,$56005.73
Kentucky,$62113.59
Kentucky,$73190.58
Kentucky,$90300.80
Kentucky,$79053.80
Kentucky,$63305.38
Kentucky,$84904.45
Kentucky,$96084.70
Kentucky,$56531.61
Kentucky,$60071.50
Kentucky,$84872.86
Kentucky,$70713.38
Kentucky,$61621.55
Kentucky,$91630.88
Louisiana,$72842.53
Louisiana,$65047.16
Louisiana,$82641.80
Louisiana,$128839.91
Louisiana,$54383.00
Louisiana,$75223.18
Louisiana,$88738.08
Louisiana,$97100.93
Louisiana,$95372.77
Louisiana,$84909.76
Louisiana,$98281.96
Louisiana,$126676.09
Louisiana,$73704.43
Louisiana,$52611.61
Louisiana,$56917.86
Louisiana,$76881.10
Louisiana,$65172.58
Louisiana,$64629.14
Louisiana,$75206.65
Louisiana,$99450.58
Louisiana,$133003.36
Louisiana,$103681.29
Louisiana,$65732.57
Louisiana,$49338.00
Maine,$57523.68
Maine,$44606.20
Maine,$44533.85
Maryland,$28016.65
Maryland,$57826.75
Maryland,$25776.63
Maryland,$30478.80
Maryland,$28992.30
Maryland,$42995.86
Maryland,$38620.98
Maryland,$29028.00
Maryland,$25445.18
Maryland,$26527.09
Maryland,$33167.86
Maryland,$34258.00
Maryland,$22460.58
Maryland,$35020.66
Maryland,$41257.10
Maryland,$34914.06
Maryland,$44326.78
Maryland,$27472.14
Maryland,$31607.96
Maryland,$26215.72
Maryland,$24259.72
Maryland,$29471.00
Maryland,$24312.00
Maryland,$36900.59
Massachusetts,$55382.65
Massachusetts,$45988.92
Massachusetts,$76463.22
Massachusetts,$59697.92
Massachusetts,$61111.16
Massachusetts,$61476.68
Massachusetts,$52849.00
Massachusetts,$111008.11
Massachusetts,$64505.35
Massachusetts,$60084.88
Massachusetts,$40811.14
Massachusetts,$63854.55
Massachusetts,$42079.14
Massachusetts,$55479.69
Massachusetts,$31164.23
Massachusetts,$34127.08
Massachusetts,$109266.94
Massachusetts,$56601.33
Massachusetts,$72950.82
Massachusetts,$54451.00
Massachusetts,$66633.81
Massachusetts,$36535.88
Massachusetts,$44592.33
Massachusetts,$31453.21
Michigan,$52341.45
Michigan,$36990.67
Michigan,$58533.75
Michigan,$60299.63
Michigan,$82470.29
Michigan,$59460.85
Michigan,$72819.51
Michigan,$53176.43
Michigan,$45712.42
Michigan,$83841.36
Michigan,$56297.56
Michigan,$95221.05
Michigan,$50327.81
Michigan,$63656.10
Michigan,$56690.89
Michigan,$74470.71
Michigan,$63014.91
Michigan,$54318.15
Michigan,$69662.21
Michigan,$54600.35
Michigan,$74984.35
Michigan,$54953.77
Michigan,$84689.33
Michigan,$49322.75
Michigan,$56847.25
Michigan,$62652.39
Michigan,$59728.96
Michigan,$86218.66
Michigan,$65782.89
Michigan,$59006.00
Michigan,$61380.00
Michigan,$68362.82
Michigan,$76709.00
Michigan,$67314.53
Michigan,$55413.93
Michigan,$59960.78
Michigan,$64946.50
Minnesota,$99725.41
Minnesota,$72784.87
Minnesota,$64786.14
Minnesota,$68660.46
Minnesota,$104952.35
Minnesota,$70314.58
Minnesota,$42333.60
Minnesota,$88877.71
Minnesota,$82611.42
Minnesota,$61512.30
Minnesota,$65886.00
Minnesota,$67495.50
Minnesota,$96470.96
Minnesota,$81079.05
Mississippi,$80453.97
Mississippi,$49434.96
Mississippi,$61949.65
Mississippi,$108091.28
Mississippi,$45794.72
Mississippi,$104561.88
Mississippi,$54142.56
Mississippi,$33255.06
Mississippi,$51738.25
Mississippi,$55640.34
Mississippi,$83153.22
Mississippi,$44784.34
Mississippi,$54433.40
Mississippi,$87223.75
Mississippi,$54831.23
Missouri,$42693.47
Missouri,$54268.88
Missouri,$62334.40
Missouri,$46242.14
Missouri,$57632.61
Missouri,$43929.86
Missouri,$107794.30
Missouri,$58381.02
Missouri,$69792.16
Missouri,$47230.29
Missouri,$78407.22
Missouri,$46252.73
Missouri,$52713.64
Missouri,$43477.90
Missouri,$72311.43
Missouri,$95814.93
Missouri,$66867.03
Missouri,$119380.27
Missouri,$57318.07
Missouri,$128520.33
Missouri,$129553.26
Missouri,$69917.95
Missouri,$90362.67
Missouri,$70736.60
Missouri,$97178.96
Missouri,$64962.61
Missouri,$48124.81
Missouri,$95715.19
Montana,$54309.21
Montana,$83129.47
Montana,$47588.38
Montana,$84478.11
Montana,$56205.00
Nebraska,$85809.11
Nebraska,$51620.00
Nebraska,$73870.84
Nebraska,$45257.50
Nebraska,$51634.51
Nebraska,$72307.73
Nebraska,$96720.09
Nebraska,$31616.36
Nevada,$67673.33
Nevada,$152127.89
Nevada,$90933.54
Nevada,$79658.28
Nevada,$150718.25
Nevada,$117693.10
Nevada,$131142.47
Nevada,$123537.18
Nevada,$140583.90
Nevada,$143925.29
New Hampshire,$89000.57
New Hampshire,$60150.29
New Hampshire,$90902.58
New Hampshire,$48782.81
New Hampshire,$73589.94
New Hampshire,$41545.75
New Hampshire,$101405.63
New Hampshire,$89702.00
New Jersey,$101126.00
New Jersey,$107005.19
New Jersey,$73199.91
New Jersey,$74644.89
New Jersey,$93637.55
New Jersey,$80180.73
New Jersey,$128882.47
New Jersey,$84327.78
New Jersey,$61013.60
New Jersey,$99266.86
New Jersey,$112346.11
New Jersey,$253030.23
New Jersey,$128316.93
New Jersey,$92120.81
New Jersey,$98002.96
New Jersey,$82316.61
New Jersey,$83095.70
New Jersey,$110216.07
New Jersey,$85309.06
New Jersey,$65133.32
New Jersey,$74533.87
New Jersey,$105847.16
New Jersey,$125623.53
New Jersey,$160419.76
New Jersey,$107269.19
New Jersey,$98700.97
New Jersey,$104913.33
New Jersey,$72723.57
New Jersey,$88729.00
New Jersey,$81522.69
New Jersey,$81607.30
New Jersey,$62814.00
New Mexico,$63517.21
New Mexico,$87094.46
New Mexico,$81070.64
New Mexico,$75384.75
New Mexico,$82126.56
New Mexico,$115739.86
New York,$67654.95
New York,$62210.05
New York,$66329.29
New York,$78558.25
New York,$49210.66
New York,$64352.63
New York,$62720.11
New York,$64886.68
New York,$46772.38
New York,$47731.86
New York,$66328.71
New York,$81009.91
New York,$39719.13
New York,$44139.14
New York,$61405.61
New York,$100456.26
New York,$85092.06
New York,$57504.85
New York,$51423.23
New York,$46680.05
New York,$118216.08
New York,$81203.22
New York,$89973.07
New York,$91748.57
New York,$86532.70
New York,$81103.91
New York,$75654.82
New York,$96194.34
New York,$47149.04
New York,$125392.11
New York,$39395.72
New York,$37982.00
New York,$154809.56
New York,$69445.61
New York,$42151.77
New York,$51945.30
New York,$71360.18
New York,$35262.52
New York,$37442.80
New York,$66157.00
New York,$67124.14
New York,$58597.42
New York,$73057.58
North Carolina,$62673.73
North Carolina,$54242.04
North Carolina,$55701.35
North Carolina,$54230.90
North Carolina,$71658.92
North Carolina,$86411.53
North Carolina,$77971.69
North Carolina,$72490.55
North Carolina,$68245.21
North Carolina,$93401.47
North Carolina,$67949.98
North Carolina,$70972.43
North Carolina,$42853.23
North Carolina,$83290.58
North Carolina,$40192.06
North Carolina,$46572.60
North Carolina,$95658.21
North Carolina,$60444.82
North Carolina,$60096.58
North Carolina,$77840.90
North Carolina,$67734.22
North Carolina,$55440.83
North Carolina,$55297.53
North Dakota,$80354.73
North Dakota,$62328.29
North Dakota,$60694.00
North Dakota,$41493.39
North Dakota,$65952.76
North Dakota,$53700.66
Ohio,$89691.08
Ohio,$80186.89
Ohio,$85262.31
Ohio,$73553.58
Ohio,$57778.57
Ohio,$54247.87
Ohio,$88666.10
Ohio,$92053.10
Ohio,$85531.84
Ohio,$84809.59
Ohio,$72259.31
Ohio,$47708.33
Ohio,$54953.00
Ohio,$77536.93
Ohio,$90502.83
Ohio,$119348.13
Ohio,$59740.18
Ohio,$47418.46
Ohio,$67884.15
Ohio,$86931.73
Ohio,$98822.89
Ohio,$35378.76
Ohio,$67539.80
Ohio,$82556.03
Ohio,$88457.97
Ohio,$33434.85
Ohio,$100964.96
Ohio,$51421.64
Ohio,$49889.77
Ohio,$115276.69
Ohio,$45499.44
Ohio,$74791.23
Ohio,$93809.95
Ohio,$87272.25
Ohio,$89687.87
Ohio,$92460.80
Ohio,$36697.33
Ohio,$79872.92
Ohio,$72208.36
Ohio,$50654.50
Ohio,$81460.82
Ohio,$54057.00
Ohio,$69486.47
Ohio,$106384.57
Ohio,$48935.09
Ohio,$63022.55
Oklahoma,$67934.26
Oklahoma,$147867.55
Oklahoma,$104986.05
Oklahoma,$60878.15
Oklahoma,$75213.70
Oklahoma,$47562.77
Oklahoma,$75166.37
Oklahoma,$38867.54
Oklahoma,$57488.48
Oklahoma,$150193.84
Oklahoma,$114272.27
Oklahoma,$74242.70
Oklahoma,$59143.91
Oklahoma,$51958.87
Oregon,$63459.82
Oregon,$76332.29
Oregon,$71994.96
Oregon,$66635.13
Oregon,$67873.74
Oregon,$73660.44
Oregon,$67288.80
Oregon,$67791.00
Oregon,$72607.27
Oregon,$58532.23
Oregon,$59800.80
Pennsylvania,$75213.03
Pennsylvania,$55458.95
Pennsylvania,$144704.72
Pennsylvania,$99716.11
Pennsylvania,$54855.44
Pennsylvania,$87991.22
Pennsylvania,$56848.63
Pennsylvania,$54175.92
Pennsylvania,$65243.03
Pennsylvania,$158762.64
Pennsylvania,$106653.72
Pennsylvania,$116468.67
Pennsylvania,$70857.08
Pennsylvania,$69828.13
Pennsylvania,$66199.95
Pennsylvania,$184116.18
Pennsylvania,$38695.45
Pennsylvania,$112308.62
Pennsylvania,$52510.71
Pennsylvania,$43708.91
Pennsylvania,$54589.90
Pennsylvania,$164670.54
Pennsylvania,$101652.68
Pennsylvania,$143630.96
Pennsylvania,$132723.54
Pennsylvania,$85444.90
Pennsylvania,$132638.46
Pennsylvania,$55739.77
Pennsylvania,$44298.68
Pennsylvania,$66397.00
Pennsylvania,$168473.57
Pennsylvania,$162711.53
Pennsylvania,$121789.20
Pennsylvania,$183160.20
Pennsylvania,$86138.36
Pennsylvania,$110745.15
Pennsylvania,$57650.09
Pennsylvania,$126885.02
Pennsylvania,$72234.19
Pennsylvania,$87276.00
Pennsylvania,$54607.43
Pennsylvania,$76390.97
Pennsylvania,$79982.63
Pennsylvania,$48544.80
Pennsylvania,$79707.69
Pennsylvania,$104285.44
Pennsylvania,$190849.33
Rhode Island,$76506.11
Rhode Island,$59196.18
Rhode Island,$74485.75
South Carolina,$67240.16
South Carolina,$71274.54
South Carolina,$66789.09
South Carolina,$109495.41
South Carolina,$156148.66
South Carolina,$80185.40
South Carolina,$135065.68
South Carolina,$83977.81
South Carolina,$94246.27
South Carolina,$94348.47
South Carolina,$67122.26
South Carolina,$137896.17
South Carolina,$75291.94
South Carolina,$81589.08
South Carolina,$117239.93
South Carolina,$165598.46
South Dakota,$83419.41
South Dakota,$76384.92
South Dakota,$81404.67
Tennessee,$49846.92
Tennessee,$83332.31
Tennessee,$64111.71
Tennessee,$58664.58
Tennessee,$90328.27
Tennessee,$55936.93
Tennessee,$53814.30
Tennessee,$70944.30
Tennessee,$130222.85
Tennessee,$80852.51
Tennessee,$70307.08
Tennessee,$93107.94
Tennessee,$77199.22
Tennessee,$38926.19
Tennessee,$111693.94
Tennessee,$67961.58
Tennessee,$66936.79
Tennessee,$76723.01
Tennessee,$56326.83
Tennessee,$71019.95
Tennessee,$59976.42
Tennessee,$51233.55
Tennessee,$78776.50
Tennessee,$104333.33
Tennessee,$80838.62
Tennessee,$83018.32
Tennessee,$93643.07
Tennessee,$123355.07
Texas,$112205.76
Texas,$84670.79
Texas,$54117.93
Texas,$48954.83
Texas,$98230.62
Texas,$86786.90
Texas,$124452.61
Texas,$50315.00
Texas,$123795.68
Texas,$95323.92
Texas,$66715.37
Texas,$65636.04
Texas,$111022.37
Texas,$90729.88
Texas,$94720.71
Texas,$117649.04
Texas,$84112.07
Texas,$117339.05
Texas,$150084.08
Texas,$91938.73
Texas,$125687.86
Texas,$63445.92
Texas,$62260.16
Texas,$81110.66
Texas,$67807.15
Texas,$67711.44
Texas,$93656.10
Texas,$78009.09
Texas,$56943.71
Texas,$124987.46
Texas,$114310.61
Texas,$78209.66
Texas,$71824.87
Texas,$96895.37
Texas,$49881.37
Texas,$152326.50
Texas,$80899.15
Texas,$111334.76
Texas,$67361.05
Texas,$123483.33
Texas,$72910.33
Texas,$85449.54
Texas,$98923.44
Texas,$89393.48
Texas,$89833.46
Texas,$52277.29
Texas,$106516.78
Texas,$59894.31
Texas,$67502.05
Texas,$62961.29
Texas,$116668.36
Texas,$169651.11
Texas,$76540.09
Texas,$111310.54
Texas,$67706.14
Texas,$175551.28
Texas,$127798.57
Texas,$92583.53
Texas,$138330.10
Texas,$121000.90
Texas,$56942.18
Texas,$76215.29
Texas,$137427.47
Texas,$77569.75
Texas,$92563.90
Texas,$147595.33
Texas,$97652.10
Texas,$50995.76
Texas,$109397.14
Texas,$103739.81
Texas,$56783.17
Texas,$102370.54
Texas,$89736.86
Texas,$83489.40
Texas,$58705.58
Utah,$47099.14
Utah,$80255.14
Utah,$92006.52
Utah,$57920.91
Utah,$57983.62
Utah,$56754.80
Utah,$92050.67
Vermont,$47298.61
Virginia,$59541.95
Virginia,$64933.62
Virginia,$75730.69
Virginia,$107265.67
Virginia,$77544.44
Virginia,$58380.50
Virginia,$65564.00
Virginia,$66310.87
Virginia,$123248.51
Virginia,$75603.95
Virginia,$76177.63
Virginia,$64646.85
Virginia,$58748.50
Virginia,$61212.00
Virginia,$126137.09
Virginia,$84495.52
Virginia,$52384.44
Virginia,$61103.03
Virginia,$64236.64
Virginia,$54238.51
Virginia,$102301.50
Virginia,$80363.81
Virginia,$50598.63
Virginia,$55772.12
Virginia,$39579.66
Virginia,$218797.62
Virginia,$179185.20
Virginia,$44991.60
Washington,$80599.06
Washington,$51342.21
Washington,$124730.60
Washington,$99064.39
Washington,$49559.62
Washington,$97027.33
Washington,$157274.04
Washington,$141942.95
Washington,$79871.26
Washington,$69513.20
Washington,$103400.54
Washington,$72049.38
Washington,$88258.50
Washington,$114634.72
Washington,$79290.00
Washington,$83507.98
Washington,$81093.10
Washington,$94862.33
Washington,$117116.78
Washington,$130874.26
Washington,$114942.34
Washington,$59714.46
Washington,$168217.04
Washington,$97811.40
Washington,$95753.87
West Virginia,$78427.65
West Virginia,$54189.94
West Virginia,$59145.00
West Virginia,$49636.45
West Virginia,$24472.91
West Virginia,$33224.00
West Virginia,$54771.38
West Virginia,$77222.96
Wisconsin,$76082.72
Wisconsin,$78623.88
Wisconsin,$63508.12
Wisconsin,$46707.10
Wisconsin,$66593.96
Wisconsin,$60472.00
Wisconsin,$66960.08
Wisconsin,$54473.00
Wisconsin,$77887.78
Wisconsin,$59979.76
Wisconsin,$58858.70
Wisconsin,$64158.23
Wisconsin,$64849.50
Wisconsin,$51019.19
Wisconsin,$67313.00
Wisconsin,$59038.15
Wisconsin,$35837.66
Wisconsin,$88052.78
Wisconsin,$76345.23
Wisconsin,$101760.10
Wisconsin,$78977.58
Wisconsin,$45365.75
Wisconsin,$70306.03
Wyoming,$90592.85
Wyoming,$85015.03
Texas,$148353.40
Texas,$76831.15
Alabama,$56938.70
Alabama,$64304.27
Alabama,$57962.35
Alabama,$55280.28
Alabama,$93202.17
Alabama,$34117.80
Alabama,$65453.85
Alabama,$65814.35
Alabama,$121300.90
Alabama,$142715.64
Alabama,$44048.25
Alabama,$36012.84
Alabama,$58415.52
Alabama,$51631.55
Alabama,$56002.36
Alabama,$51544.10
Alabama,$59350.04
Alabama,$107809.65
Alabama,$40411.08
Alabama,$143124.75
Alabama,$57879.00
Alaska,$78937.48
Arizona,$75950.37
Arizona,$54707.08
Arizona,$64076.38
Arizona,$71906.95
Arizona,$61161.16
Arizona,$78436.69
Arizona,$64508.07
Arizona,$62589.81
Arizona,$76162.35
Arizona,$78482.17
Arizona,$74050.25
Arizona,$107251.25
Arizona,$67842.08
Arizona,$53503.76
Arizona,$83264.29
Arizona,$92604.10
Arizona,$67675.48
Arizona,$62989.29
Arizona,$82922.94
Arizona,$62734.12
Arizona,$127837.27
Arizona,$46049.86
Arizona,$76104.81
Arizona,$75244.05
Arizona,$102643.35
Arkansas,$64236.13
Arkansas,$48824.00
Arkansas,$36273.03
Arkansas,$38401.82
Arkansas,$20686.66
Arkansas,$125039.55
Arkansas,$49551.42
Arkansas,$36032.00
Arkansas,$69476.73
Arkansas,$43682.50
Arkansas,$41041.55
Arkansas,$57626.88
Arkansas,$70687.54
California,$72723.26
California,$88719.16
California,$139307.31
California,$103037.40
California,$84648.36
California,$113948.63
California,$61293.50
California,$90231.91
California,$81299.38
California,$76607.31
California,$114847.69
California,$133344.45
California,$76928.90
California,$90334.63
California,$103179.03
California,$72162.00
California,$98953.28
California,$88116.90
California,$85953.64
California,$85140.11
California,$115326.44
California,$83273.78
California,$70470.64
California,$112661.53
California,$127328.86
California,$126918.17
California,$80125.10
California,$71233.93
California,$130980.46
California,$182281.73
California,$75379.00
California,$78291.83
California,$89154.40
California,$148852.83
California,$79245.57
California,$121104.30
California,$106112.33
California,$133806.27
California,$199035.28
California,$195480.71
California,$127618.77
California,$139343.80
California,$60689.20
California,$167644.55
California,$147746.77
California,$116219.53
California,$127143.50
California,$74344.10
California,$124906.46
California,$99183.16
California,$95598.94
California,$108702.45
California,$91600.25
California,$117425.16
California,$79353.94
California,$168126.60
California,$68639.60
California,$64744.81
California,$101350.33
California,$136236.30
California,$106165.12
California,$50134.23
California,$104076.10
California,$73778.72
California,$185158.72
California,$82005.68
California,$84053.65
California,$115283.68
California,$148756.93
California,$64910.50
California,$131827.40
California,$67970.12
California,$105157.81
California,$73123.52
California,$167842.85
California,$84926.73
California,$90814.50
California,$157207.00
California,$102373.63
California,$120523.92
California,$63378.74
California,$206865.11
California,$76903.68
California,$82235.64
California,$79760.23
California,$109654.16
California,$108468.00
California,$117725.00
California,$106306.44
California,$97728.31
California,$99819.02
California,$137400.64
California,$60435.57
California,$196377.94
California,$123773.81
California,$53644.21
California,$80232.80
California,$79847.92
California,$155236.57
California,$175274.33
California,$119500.90
California,$148803.36
California,$103065.65
California,$111560.26
Colorado,$67226.62
Colorado,$55342.69
Colorado,$34939.00
Colorado,$74510.64
Colorado,$109008.00
Colorado,$73878.76
Colorado,$64094.60
Colorado,$107220.22
Colorado,$105032.75
Colorado,$66526.09
Colorado,$66930.47
Colorado,$85515.41
Colorado,$84809.80
Colorado,$57707.37
Connecticut,$70861.70
Connecticut,$36299.64
Connecticut,$74565.33
Connecticut,$64058.58
Connecticut,$42812.00
Connecticut,$21693.52
Connecticut,$37330.92
Connecticut,$37352.53
Connecticut,$62460.71
Connecticut,$62355.05
Connecticut,$104179.60
Connecticut,$37904.98
Connecticut,$27190.50
Connecticut,$58281.47
Connecticut,$36289.05
Connecticut,$54766.63
Connecticut,$57365.13
Connecticut,$73791.66
Connecticut,$45149.64
Delaware,$57345.36
Delaware,$47296.25
Delaware,$45737.50
Delaware,$51178.00
District of Columbia,$85218.27
District of Columbia,$70788.83
Florida,$80175.35
Florida,$69155.92
Florida,$97352.76
Florida,$84665.30
Florida,$94110.00
Florida,$127037.74
Florida,$70718.12
Florida,$60877.07
Florida,$49507.90
Florida,$60193.68
Florida,$66029.90
Florida,$93019.93
Florida,$94897.02
Florida,$47291.85
Florida,$111840.12
Florida,$109307.21
Florida,$70613.08
Florida,$90420.90
Florida,$69246.00
Florida,$71605.81
Florida,$83476.39
Florida,$71600.70
Florida,$89457.08
Florida,$104635.46
Florida,$85499.07
Florida,$101894.08
Florida,$50332.48
Florida,$69178.64
Florida,$64318.58
Florida,$71237.12
Florida,$101354.07
Florida,$105140.85
Florida,$44901.50
Florida,$92036.18
Florida,$66668.30
Florida,$100194.67
Florida,$52537.13
Florida,$70828.18
Florida,$64539.33
Florida,$58475.81
Florida,$66960.90
Florida,$56112.68
Florida,$40617.64
Florida,$60692.53
Florida,$49436.62
Florida,$48581.91
Florida,$57097.75
Florida,$104422.66
Florida,$79604.00
Michigan,$28375.66
Florida,$74341.00
Florida,$112967.00
Florida,$49537.90
Florida,$122837.84
Florida,$71370.50
Florida,$68952.21
Florida,$79516.47
Florida,$89064.45
Florida,$77269.90
Florida,$71350.30
Florida,$61028.57
Florida,$92188.92
Florida,$92344.11
Florida,$73910.18
Florida,$106600.66
Florida,$77147.04
Florida,$83814.63
Florida,$90195.57
Florida,$70155.18
Florida,$85583.63
Florida,$67670.82
Florida,$101892.63
Florida,$74068.55
Florida,$100353.11
Florida,$63585.30
Florida,$50704.80
Florida,$97041.00
Florida,$112424.09
Florida,$103725.56
Florida,$86371.22
Florida,$86997.12
Florida,$64824.63
Florida,$97422.51
Florida,$76522.65
Florida,$82870.23
Florida,$89229.54
Florida,$56249.23
Florida,$58981.52
Florida,$67887.57
Florida,$128929.52
Florida,$47504.84
Florida,$55116.51
Georgia,$55521.00
Georgia,$40902.66
Georgia,$75832.35
Georgia,$71478.35
Georgia,$32781.95
Georgia,$39835.16
Georgia,$51527.75
Georgia,$64552.75
Georgia,$65966.05
Georgia,$106686.90
Georgia,$60222.95
Georgia,$79891.85
Georgia,$49779.04
Georgia,$74841.91
Georgia,$32947.03
Georgia,$57145.00
Georgia,$51051.35
Georgia,$30090.16
Georgia,$52754.16
Georgia,$35396.18
Georgia,$42784.47
Georgia,$53386.41
Georgia,$54986.50
Georgia,$59039.13
Georgia,$68880.00
Hawaii,$58322.80
Hawaii,$66586.90
Hawaii,$42762.05
Idaho,$32452.05
Idaho,$34193.73
Idaho,$68257.88
Idaho,$50605.83
Illinois,$84220.78
Illinois,$92312.33
Illinois,$77049.24
Illinois,$76309.50
Illinois,$59187.69
Illinois,$54684.63
Illinois,$68893.17
Illinois,$63464.18
Illinois,$50151.61
Illinois,$82939.18
Illinois,$61603.81
Illinois,$48464.82
Illinois,$45891.29
Illinois,$40324.08
Illinois,$81384.16
Illinois,$93157.70
Illinois,$72315.45
Illinois,$210863.77
Illinois,$126766.58
Illinois,$66182.25
Illinois,$52035.45
Illinois,$57371.85
Illinois,$77888.33
Illinois,$49747.15
Illinois,$63581.34
Illinois,$80888.36
Illinois,$88046.24
Illinois,$93694.64
Illinois,$60659.43
Illinois,$72799.80
Illinois,$65251.45
Illinois,$40319.76
Illinois,$35570.11
Illinois,$35602.90
Illinois,$64108.53
Illinois,$68004.22
Illinois,$70394.66
Illinois,$41987.20
Illinois,$74635.11
Illinois,$57257.82
Illinois,$84749.68
Illinois,$74350.35
Illinois,$63797.23
Illinois,$74079.71
Illinois,$73974.11
Illinois,$53032.18
Illinois,$84489.23
Illinois,$69399.96
Illinois,$57054.28
Illinois,$82109.55
Illinois,$74564.72
Illinois,$69895.08
Illinois,$51919.93
Illinois,$96643.50
Illinois,$76035.23
Illinois,$64991.77
Illinois,$44557.07
Illinois,$63512.86
Illinois,$53274.72
Illinois,$88505.78
Illinois,$78255.21
Illinois,$75208.50
Illinois,$83102.06
Illinois,$64872.47
Indiana,$66832.52
Indiana,$39881.90
Indiana,$61674.26
Indiana,$49967.35
Indiana,$70307.00
Indiana,$53568.36
Indiana,$61814.78
Indiana,$43783.73
Indiana,$55347.80
Indiana,$99887.57
Indiana,$37121.56
Indiana,$38681.51
Indiana,$57204.56
Indiana,$63574.83
Indiana,$62041.34
Indiana,$46902.43
Indiana,$54277.05
Indiana,$63663.60
Indiana,$70978.51
Indiana,$56708.80
Indiana,$24686.83
Indiana,$47076.08
Indiana,$45543.50
Indiana,$55684.00
Indiana,$54617.88
Indiana,$50761.85
Indiana,$71612.77
Indiana,$39462.80
Indiana,$43692.50
Iowa,$51227.57
Iowa,$52790.42
Iowa,$46003.83
Iowa,$51863.00
Iowa,$49995.57
Iowa,$44297.41
Iowa,$40558.56
Iowa,$29676.57
Iowa,$50583.88
Iowa,$52278.13
Iowa,$62917.84
Iowa,$37759.14
Iowa,$44301.00
Kansas,$43426.83
Kansas,$49021.55
Kansas,$70759.13
Kansas,$41709.89
Kansas,$64535.42
Kansas,$69311.32
Kansas,$51071.67
Kansas,$86652.24
Kansas,$33881.26
Kansas,$87326.00
Kansas,$49142.55
Kansas,$38802.41
Kansas,$40721.08
Kentucky,$56217.09
Kentucky,$47950.25
Kentucky,$36340.33
Kentucky,$44058.08
Michigan,$10280.33
Kentucky,$56201.09
Kentucky,$28052.42
Kentucky,$62436.37
Kentucky,$45896.64
Kentucky,$49130.84
Kentucky,$76308.83
Kentucky,$78230.75
Kentucky,$44393.45
Kentucky,$78135.65
Kentucky,$74762.82
Kentucky,$39725.81
Kentucky,$36557.21
Kentucky,$84173.47
Louisiana,$90172.28
Louisiana,$41976.53
Louisiana,$44611.63
Louisiana,$124443.40
Louisiana,$59274.77
Louisiana,$72750.66
Louisiana,$60336.37
Louisiana,$59538.85
Louisiana,$80287.81
Louisiana,$86025.66
Louisiana,$40994.92
Louisiana,$44270.69
Louisiana,$62165.30
Louisiana,$52800.96
Louisiana,$59821.96
Louisiana,$52576.25
Louisiana,$63671.00
Louisiana,$115671.15
Louisiana,$57002.00
Maine,$30093.75
Maine,$51068.89
Maine,$52450.27
Maine,$52838.28
Maine,$48939.77
Maryland,$37532.60
Maryland,$28989.16
Maryland,$21627.62
Maryland,$21214.70
Maryland,$38370.87
Maryland,$20588.08
Maryland,$31939.97
Maryland,$24191.12
Maryland,$28652.96
Maryland,$20332.13
Maryland,$21772.04
