Provider State,Average Covered Charges
Indiana,$14018.82
Indiana,$16446.91
Indiana,$9397.14
Indiana,$11104.60
Indiana,$11062.30
Indiana,$15300.62
Indiana,$13595.80
Indiana,$15464.33
Indiana,$10113.50
Indiana,$14863.31
Iowa,$12037.08
Iowa,$7143.83
Iowa,$11245.54
Iowa,$10059.77
Iowa,$13245.41
Iowa,$13777.38
Iowa,$11673.46
Iowa,$13967.55
Iowa,$8883.63
Iowa,$7693.91
Iowa,$7919.75
Iowa,$9557.50
Kansas,$17667.17
Kansas,$16597.39
Kansas,$16846.50
Kansas,$16593.07
Kansas,$20258.18
Kansas,$17566.92
Kentucky,$10972.79
Kentucky,$7695.23
Kentucky,$8916.84
Kentucky,$13229.81
Kentucky,$5828.23
Kentucky,$12977.08
Kentucky,$7501.05
Kentucky,$10635.51
Kentucky,$8778.83
Kentucky,$5672.07
Kentucky,$13296.64
Kentucky,$13004.45
Kentucky,$12279.69
Kentucky,$7644.43
Kentucky,$12023.46
Kentucky,$13190.45
Kentucky,$22524.76
Kentucky,$15635.14
Kentucky,$7487.41
Kentucky,$15544.61
Kentucky,$15785.27
Kentucky,$16340.21
Kentucky,$28371.57
Kentucky,$15527.50
Kentucky,$9049.16
Kentucky,$16768.05
Kentucky,$10837.33
Kentucky,$10739.07
Kentucky,$5180.25
Kentucky,$12291.42
Kentucky,$9711.00
Kentucky,$8085.73
Kentucky,$8700.71
Kentucky,$4335.31
Kentucky,$16924.81
Kentucky,$16191.51
Kentucky,$9078.50
Kentucky,$12052.22
Kentucky,$5549.46
Kentucky,$13583.65
Kentucky,$17581.00
Louisiana,$11205.88
Louisiana,$7729.83
Louisiana,$21801.15
Louisiana,$9010.11
Louisiana,$10672.15
Louisiana,$18925.20
Louisiana,$17293.87
Louisiana,$11291.38
Louisiana,$17070.94
Louisiana,$7086.63
Louisiana,$7692.72
Louisiana,$12729.56
Louisiana,$11672.22
Louisiana,$17147.69
Louisiana,$16941.73
Louisiana,$8219.91
Maine,$9041.64
Maine,$18404.72
Maine,$10746.41
Maine,$9771.18
Maine,$7118.40
Maine,$10777.42
Maine,$11824.20
Maine,$8318.84
Maine,$11238.22
Maine,$9620.23
Maine,$9655.46
Maryland,$4769.60
Maryland,$9709.31
Maryland,$7316.89
Maryland,$4540.30
Maryland,$4841.11
Maryland,$8720.16
Maryland,$6210.66
Maryland,$9856.12
Maryland,$4822.79
Maryland,$4033.69
Maryland,$4621.55
Maryland,$4765.11
Maryland,$4768.62
Maryland,$6278.69
Maryland,$4681.00
Maryland,$19528.57
Maryland,$4986.55
Maryland,$5064.77
Maryland,$11206.05
Maryland,$5565.80
Maryland,$4896.61
Maryland,$6304.80
Maryland,$4495.88
Maryland,$7204.00
Maryland,$5904.65
Maryland,$4960.51
Maryland,$4544.37
Maryland,$4055.81
Maryland,$5059.64
Maryland,$5609.39
Maryland,$6074.33
Maryland,$6053.60
Maryland,$5762.00
Maryland,$3069.66
Massachusetts,$9317.66
Massachusetts,$8939.63
Massachusetts,$12061.64
Massachusetts,$7429.68
Massachusetts,$7477.66
Massachusetts,$9919.07
Massachusetts,$8473.03
Massachusetts,$9532.85
Massachusetts,$10425.50
Massachusetts,$7276.50
Massachusetts,$14120.35
Massachusetts,$7558.94
Massachusetts,$12719.36
Massachusetts,$6363.67
Massachusetts,$9110.15
Massachusetts,$12690.44
Massachusetts,$10594.23
Massachusetts,$6261.91
Massachusetts,$15915.26
Massachusetts,$7860.00
Massachusetts,$9855.35
Massachusetts,$8368.93
Massachusetts,$10445.47
Massachusetts,$9504.72
Massachusetts,$6561.72
Massachusetts,$6691.92
Massachusetts,$9563.88
Massachusetts,$10347.28
Massachusetts,$4991.73
Massachusetts,$7237.25
Massachusetts,$29946.80
Massachusetts,$4785.76
Massachusetts,$13814.68
Massachusetts,$11704.75
Massachusetts,$7159.69
Massachusetts,$12631.10
Massachusetts,$9805.45
Massachusetts,$10806.09
Massachusetts,$7419.52
Massachusetts,$7579.22
Michigan,$9972.08
Michigan,$8132.40
Michigan,$21320.14
Michigan,$11576.86
Michigan,$10812.86
Michigan,$12794.32
Michigan,$6048.47
Michigan,$10831.61
Michigan,$10059.93
Michigan,$10325.09
Michigan,$8073.90
Michigan,$9384.45
Michigan,$13668.74
Michigan,$13522.54
Michigan,$8724.70
Michigan,$12317.63
Michigan,$9434.09
Michigan,$10967.58
Michigan,$7215.36
Michigan,$10167.14
Michigan,$10559.68
Michigan,$14211.23
Michigan,$5499.90
Michigan,$10723.94
Michigan,$11765.61
Michigan,$10695.08
Michigan,$11659.60
Michigan,$19318.66
Michigan,$18975.76
Michigan,$9932.78
Michigan,$12039.22
Michigan,$10871.90
Michigan,$12699.79
Michigan,$11400.55
Michigan,$12996.64
Michigan,$15039.52
Michigan,$13801.71
Michigan,$12078.80
Michigan,$12805.66
Michigan,$8930.36
Michigan,$8271.98
Michigan,$9472.80
Michigan,$8588.16
Michigan,$13414.09
Michigan,$13164.00
Michigan,$15497.53
Michigan,$13604.72
Michigan,$20562.00
Michigan,$13677.86
Minnesota,$12896.38
Minnesota,$10611.75
Minnesota,$10719.72
Minnesota,$10463.56
Minnesota,$14648.00
Minnesota,$13279.38
Minnesota,$19167.40
Minnesota,$7647.12
Minnesota,$11579.90
Minnesota,$10877.09
Minnesota,$7046.90
Minnesota,$16973.18
Minnesota,$13644.44
Minnesota,$7854.45
Minnesota,$7742.61
Minnesota,$9061.38
Minnesota,$17324.07
Minnesota,$11354.70
Minnesota,$16389.00
Minnesota,$17531.51
Minnesota,$16660.58
Minnesota,$14534.30
Minnesota,$15104.58
Mississippi,$10252.58
Mississippi,$18264.71
Mississippi,$18634.37
Mississippi,$28407.37
Mississippi,$10106.33
Mississippi,$20688.63
Mississippi,$13776.14
Mississippi,$18811.88
Mississippi,$13940.80
Mississippi,$9570.73
Mississippi,$34325.33
Mississippi,$15795.06
Mississippi,$13495.41
Mississippi,$22767.86
Mississippi,$6233.70
Mississippi,$13105.95
Mississippi,$15867.09
Mississippi,$14247.91
Mississippi,$30319.27
Mississippi,$12999.23
Missouri,$15822.26
Missouri,$11977.80
Missouri,$11743.50
Missouri,$11957.40
Missouri,$13890.20
Missouri,$8388.10
Missouri,$13071.68
Missouri,$10786.57
Missouri,$20253.91
Missouri,$19969.72
Missouri,$17146.00
Missouri,$12571.43
Missouri,$7042.36
Missouri,$9737.72
Missouri,$10397.80
Missouri,$14463.33
Missouri,$9720.08
Missouri,$15660.46
Missouri,$11511.25
Missouri,$12375.04
Missouri,$21529.88
Missouri,$20813.29
Missouri,$11396.16
Missouri,$19781.05
Missouri,$15157.78
Missouri,$14012.07
Missouri,$17809.00
Missouri,$11571.61
Missouri,$14727.87
Missouri,$10609.35
Missouri,$15594.79
Nebraska,$16297.69
Nebraska,$10206.90
Nebraska,$14430.45
Nevada,$22092.90
Nevada,$27903.09
Nevada,$46170.00
Nevada,$39316.23
Nevada,$29320.71
New Hampshire,$15059.84
New Hampshire,$10347.12
New Hampshire,$14475.06
New Hampshire,$15243.50
New Hampshire,$13384.58
New Hampshire,$14977.38
New Jersey,$45952.94
New Jersey,$45338.97
New Jersey,$25523.82
New Jersey,$17053.92
New Jersey,$21917.83
New Jersey,$22457.20
New Jersey,$33590.38
New Jersey,$22585.03
New Jersey,$12526.68
New Jersey,$17377.72
New Jersey,$23878.00
New Jersey,$41812.60
New Jersey,$29689.14
New Jersey,$33670.47
New Jersey,$39332.10
New Jersey,$46903.60
New Jersey,$27270.61
New Jersey,$41841.87
New Jersey,$21602.00
New Jersey,$29810.00
New Jersey,$37756.55
New Jersey,$41209.07
New Jersey,$44435.50
New Jersey,$33492.47
New Jersey,$28974.59
New Jersey,$28298.77
New Jersey,$29308.72
New Jersey,$42017.25
New Jersey,$28340.21
New Jersey,$14944.90
New Jersey,$27655.03
New Jersey,$22158.19
New Jersey,$33865.81
New Jersey,$39317.73
New Jersey,$48100.14
New Jersey,$31207.23
New Jersey,$47205.23
New Jersey,$35352.36
New Jersey,$36216.53
New Jersey,$36817.79
New Jersey,$35255.20
New Jersey,$20707.00
New Jersey,$33857.50
New Jersey,$33966.97
New Jersey,$31506.47
New Jersey,$21832.19
New Jersey,$58683.23
New Jersey,$38858.00
New Jersey,$30089.82
New Jersey,$33606.27
New Jersey,$22491.70
New Jersey,$25240.09
New Jersey,$22028.47
New Jersey,$44560.91
New Jersey,$40955.08
New Mexico,$13990.06
New Mexico,$13901.36
New Mexico,$20078.56
New Mexico,$17162.50
New Mexico,$12616.15
New Mexico,$17985.23
New Mexico,$19925.66
New Mexico,$17328.22
New York,$19827.13
New York,$17579.57
New York,$10260.60
New York,$12559.31
New York,$5429.88
New York,$20626.51
New York,$8306.12
New York,$9826.35
New York,$19445.44
New York,$12295.43
New York,$12683.14
New York,$16671.45
New York,$7638.50
New York,$19177.48
New York,$15085.00
New York,$15196.06
New York,$20446.24
New York,$9142.00
New York,$10434.00
New York,$14729.96
New York,$15591.45
New York,$30716.19
New York,$11000.96
New York,$7106.74
New York,$9077.93
New York,$9054.36
New York,$7735.42
New York,$6859.00
New York,$13556.72
New York,$11833.15
New York,$10159.22
New York,$18588.31
New York,$5508.34
New York,$20506.23
New York,$26444.45
New York,$12451.80
New York,$24105.93
New York,$20501.40
New York,$11301.50
New York,$12541.00
New York,$19252.72
New York,$9700.96
New York,$23562.05
New York,$9361.77
New York,$20659.75
New York,$15845.46
New York,$9109.61
New York,$5206.42
New York,$30281.08
New York,$20654.49
New York,$6709.42
New York,$5174.41
New York,$13506.07
New York,$21043.00
New York,$8553.43
New York,$17778.04
New York,$6559.26
New York,$8416.95
New York,$36085.31
New York,$29268.42
New York,$7282.95
New York,$6744.14
New York,$13226.05
New York,$18635.31
New York,$14370.35
New York,$20033.63
New York,$14448.21
New York,$19766.68
New York,$15788.05
New York,$10066.93
New York,$13490.86
New York,$5370.46
New York,$15813.84
New York,$29196.31
New York,$9269.28
New York,$13391.45
New York,$20534.57
New York,$10001.50
New York,$13681.12
New York,$20248.85
New York,$13153.68
New York,$17464.83
New York,$10942.71
New York,$7565.66
New York,$21559.25
New York,$14619.00
New York,$10310.53
New York,$13895.21
New York,$15703.15
New York,$12018.68
New York,$8456.08
New York,$14917.68
New York,$11799.85
New York,$18611.12
New York,$12982.00
New York,$19623.66
New York,$8181.92
North Carolina,$8133.85
North Carolina,$9150.97
North Carolina,$9837.81
North Carolina,$10165.10
North Carolina,$10592.76
North Carolina,$9311.52
North Carolina,$12693.11
North Carolina,$8212.78
North Carolina,$11085.32
North Carolina,$12784.85
North Carolina,$10916.16
North Carolina,$19101.95
North Carolina,$18849.76
North Carolina,$11038.71
North Carolina,$5306.93
North Carolina,$15684.38
North Carolina,$12932.45
North Carolina,$9209.30
North Carolina,$11552.86
North Carolina,$12226.46
North Carolina,$10786.68
North Carolina,$8430.33
North Carolina,$11545.18
North Carolina,$9662.72
North Carolina,$10281.33
North Carolina,$14240.44
North Carolina,$9379.58
North Carolina,$8690.85
North Carolina,$15633.96
North Carolina,$9448.90
North Carolina,$12944.92
North Carolina,$18831.77
North Carolina,$10140.53
North Carolina,$17175.95
North Carolina,$9502.50
North Carolina,$9356.75
North Carolina,$12409.92
North Carolina,$13446.62
North Carolina,$11861.00
North Carolina,$7673.66
North Carolina,$8205.68
North Carolina,$11134.90
North Carolina,$17921.92
North Carolina,$11284.43
North Carolina,$10688.06
North Carolina,$10915.04
North Carolina,$9767.07
North Carolina,$8078.46
North Carolina,$9704.70
North Dakota,$8730.61
North Dakota,$7541.00
Ohio,$11833.40
Ohio,$12997.13
Ohio,$17098.82
Ohio,$10145.68
Ohio,$6655.57
Ohio,$14880.15
Ohio,$25098.97
Ohio,$17425.65
Ohio,$13492.81
Ohio,$6863.76
Ohio,$9668.52
Ohio,$10198.66
Ohio,$17317.85
Ohio,$7561.16
Ohio,$25554.00
Ohio,$11618.69
Ohio,$13372.70
Ohio,$7197.41
Ohio,$10178.23
Ohio,$23907.05
Ohio,$15526.82
Ohio,$12917.72
Ohio,$18772.51
Ohio,$20056.32
Ohio,$10408.75
Ohio,$10597.81
Ohio,$8651.00
Ohio,$15265.05
Ohio,$18816.00
Ohio,$8887.15
Ohio,$16109.00
Ohio,$11079.44
Ohio,$15463.23
Ohio,$13727.37
Ohio,$11714.27
Ohio,$7910.30
Ohio,$11755.37
Ohio,$12996.90
Ohio,$11308.23
Ohio,$8199.00
Ohio,$16031.92
Ohio,$13873.44
Ohio,$13820.89
Ohio,$4646.20
Ohio,$24541.33
Ohio,$7452.15
Ohio,$15810.66
Ohio,$11667.25
Ohio,$11321.74
Ohio,$26642.11
Ohio,$10730.09
Oklahoma,$15092.86
Oklahoma,$7628.83
Oklahoma,$19964.94
Oklahoma,$22884.85
Oklahoma,$18917.81
Oklahoma,$6039.50
Oklahoma,$14103.03
Oklahoma,$16529.23
Oklahoma,$13656.18
Oklahoma,$10549.36
Oklahoma,$7198.33
Oklahoma,$14177.72
Oklahoma,$10449.83
Oklahoma,$11651.07
Oklahoma,$7684.85
Oklahoma,$9796.11
Oklahoma,$21847.00
Oklahoma,$21428.10
Oklahoma,$11088.70
Oklahoma,$7986.36
Oklahoma,$6253.64
Oklahoma,$4466.23
Oklahoma,$16584.23
Oklahoma,$7390.27
Oklahoma,$9641.83
Oregon,$10694.63
Oregon,$10999.07
Oregon,$9366.06
Oregon,$10296.33
Oregon,$12581.15
Oregon,$11211.78
Pennsylvania,$16346.44
Pennsylvania,$10635.54
Pennsylvania,$12818.25
Pennsylvania,$17242.57
Pennsylvania,$23279.34
Pennsylvania,$29584.16
Pennsylvania,$69197.16
Pennsylvania,$16858.46
Pennsylvania,$6838.04
Pennsylvania,$7193.82
Pennsylvania,$11821.57
Pennsylvania,$12022.75
Pennsylvania,$12088.52
Pennsylvania,$22799.56
Pennsylvania,$6162.30
Pennsylvania,$15137.78
Pennsylvania,$13358.27
Pennsylvania,$9202.12
Pennsylvania,$25490.86
Pennsylvania,$12756.75
Pennsylvania,$35193.38
Pennsylvania,$10723.58
Pennsylvania,$38283.45
Pennsylvania,$43792.00
Pennsylvania,$7718.12
Pennsylvania,$35447.25
Pennsylvania,$9285.45
Pennsylvania,$14026.68
Pennsylvania,$9818.23
Pennsylvania,$25220.53
Pennsylvania,$12865.80
Pennsylvania,$27969.80
Pennsylvania,$4882.45
Pennsylvania,$26206.78
Pennsylvania,$15377.08
Pennsylvania,$26544.42
Pennsylvania,$14306.72
Pennsylvania,$8394.36
Pennsylvania,$27960.54
Pennsylvania,$42053.33
Pennsylvania,$24547.33
Pennsylvania,$13456.41
Pennsylvania,$8476.42
Pennsylvania,$21347.42
Pennsylvania,$10334.42
Pennsylvania,$17377.00
Pennsylvania,$44486.38
Pennsylvania,$7261.57
Pennsylvania,$29118.72
Pennsylvania,$12395.30
Pennsylvania,$25255.50
Pennsylvania,$11435.70
Pennsylvania,$16756.86
Pennsylvania,$24162.25
Pennsylvania,$7257.46
Pennsylvania,$13472.46
Pennsylvania,$23629.50
Pennsylvania,$24162.07
Pennsylvania,$16597.83
Pennsylvania,$14355.69
Pennsylvania,$49352.25
Rhode Island,$17191.04
Rhode Island,$20956.17
South Carolina,$8983.58
South Carolina,$13556.76
South Carolina,$10835.15
South Carolina,$12944.21
South Carolina,$14606.07
South Carolina,$17193.00
South Carolina,$17577.31
South Carolina,$13859.20
South Carolina,$24748.72
South Carolina,$10267.09
South Carolina,$12480.45
South Carolina,$17232.29
South Carolina,$13164.86
South Carolina,$12185.51
South Carolina,$19399.50
South Carolina,$9785.45
South Carolina,$12153.50
South Carolina,$14648.28
South Carolina,$17468.66
South Carolina,$8710.36
South Carolina,$14438.84
South Carolina,$18475.92
South Carolina,$25934.33
South Carolina,$12748.36
South Dakota,$8567.46
South Dakota,$9047.45
South Dakota,$16072.33
South Dakota,$15919.52
Tennessee,$8982.41
Tennessee,$13901.03
Tennessee,$11289.41
Tennessee,$9648.16
Tennessee,$8645.28
Tennessee,$10168.46
Tennessee,$17883.93
Tennessee,$18376.33
Tennessee,$14053.45
Tennessee,$18990.88
Tennessee,$11162.05
Tennessee,$10112.53
Tennessee,$8737.80
Tennessee,$17293.08
Tennessee,$9665.45
Tennessee,$14158.90
Tennessee,$12781.10
Tennessee,$13280.57
Tennessee,$11499.63
Tennessee,$14399.87
Tennessee,$12087.68
Tennessee,$17951.28
Tennessee,$15559.78
Tennessee,$16135.45
Texas,$15674.00
Texas,$18382.68
Texas,$16275.90
Texas,$14877.76
Texas,$25545.35
Texas,$17879.50
Texas,$15200.94
Texas,$17522.46
Texas,$30956.33
Texas,$35683.83
Texas,$22964.40
Texas,$14097.25
Texas,$26348.14
Texas,$22316.94
Texas,$17028.64
Texas,$19218.77
Texas,$30049.81
Texas,$19354.54
Texas,$20406.40
Texas,$10585.23
Texas,$41069.40
Texas,$30557.20
Texas,$16386.75
Texas,$12995.58
Texas,$15107.66
Texas,$29322.31
Texas,$14934.84
Texas,$10967.09
Texas,$16973.05
Texas,$20410.81
Texas,$18045.91
Texas,$16758.13
Texas,$21549.69
Texas,$14595.34
Texas,$18552.80
Texas,$22778.50
Texas,$29311.83
Texas,$15193.29
Texas,$16307.57
Texas,$26831.75
Texas,$49617.07
Texas,$20658.16
Texas,$15563.42
Texas,$28971.27
Texas,$14497.88
Texas,$27118.84
Texas,$21819.96
Texas,$29258.86
Texas,$41345.45
Texas,$16391.50
Texas,$16023.76
Texas,$13608.18
Texas,$13905.41
Texas,$20258.87
Texas,$19204.80
Texas,$26874.95
Texas,$26235.69
Texas,$5476.60
Texas,$19150.00
Texas,$35876.84
Texas,$23569.55
Texas,$19340.72
Texas,$22603.07
Texas,$41629.45
Texas,$24799.72
Texas,$20896.58
Texas,$24003.75
Texas,$21538.36
Texas,$24202.00
Texas,$22361.66
Texas,$14495.15
Texas,$20652.81
Texas,$21689.18
Texas,$15284.26
Texas,$14782.00
Utah,$12695.76
Virginia,$9618.83
Virginia,$10170.34
Virginia,$12687.52
Virginia,$8662.63
Virginia,$11720.62
Virginia,$5705.92
Virginia,$25305.27
Virginia,$7392.22
Virginia,$22126.07
Virginia,$13607.25
Virginia,$10086.38
Virginia,$28595.54
Virginia,$10147.23
Virginia,$18236.65
Virginia,$9305.64
Virginia,$11515.67
Virginia,$13406.96
Virginia,$9864.83
Virginia,$10395.52
Virginia,$11295.69
Virginia,$19008.71
Virginia,$8773.36
Virginia,$13828.62
Virginia,$14385.07
Virginia,$11652.23
Virginia,$28265.94
Virginia,$10380.91
Virginia,$6895.55
Virginia,$11238.00
Virginia,$21490.69
Virginia,$13260.25
Virginia,$21909.41
Virginia,$7762.21
Virginia,$9792.87
Virginia,$22571.30
Virginia,$10283.76
Virginia,$8752.00
Virginia,$12096.48
Washington,$6646.76
Washington,$9156.36
Washington,$13486.36
Washington,$11372.35
Washington,$21209.06
Washington,$26015.44
Washington,$14028.20
Washington,$7686.85
Washington,$14049.78
Washington,$14984.90
Washington,$12083.42
Washington,$6587.21
Washington,$18156.84
Washington,$19914.64
Washington,$17996.65
West Virginia,$8907.44
West Virginia,$7068.11
West Virginia,$6365.45
West Virginia,$7754.13
West Virginia,$7319.58
West Virginia,$12752.95
West Virginia,$10615.56
West Virginia,$8922.00
West Virginia,$8081.24
West Virginia,$8808.38
West Virginia,$13965.15
West Virginia,$9978.50
West Virginia,$8556.48
West Virginia,$9334.60
West Virginia,$7162.24
West Virginia,$9438.45
Wisconsin,$15884.50
Wisconsin,$15847.60
Wisconsin,$9553.12
Wisconsin,$10626.73
Wisconsin,$13635.45
Wisconsin,$12480.66
Wisconsin,$10730.75
Wisconsin,$12693.90
Wisconsin,$13196.11
Wisconsin,$10345.92
Wisconsin,$13860.07
Wyoming,$13818.23
Alabama,$20969.68
Alabama,$11238.73
Alabama,$13689.00
Alabama,$6086.45
Alabama,$8562.69
Alabama,$13379.87
Alabama,$17871.72
Alabama,$19585.35
Alabama,$31010.93
Alabama,$19256.71
Alabama,$16752.41
Alabama,$10810.36
Alabama,$11717.04
Alabama,$13998.42
Alabama,$17492.37
Alabama,$24602.43
Alabama,$3984.34
Alabama,$12925.05
Alabama,$15471.57
Alabama,$39286.26
Alabama,$10959.60
Arizona,$17533.44
Arizona,$14756.83
Arizona,$20488.31
Arizona,$20046.07
Arizona,$13068.63
Arizona,$21089.00
Arizona,$33700.72
Arizona,$23405.36
Arizona,$31786.36
Arizona,$18511.72
Arizona,$20474.70
Arizona,$16132.54
Arizona,$17823.37
Arizona,$18801.14
Arizona,$20517.92
Arizona,$22729.94
Arizona,$19610.17
Arizona,$14527.81
Arizona,$33000.53
Arizona,$15479.29
Arizona,$16952.66
Arizona,$20945.05
Arizona,$25166.45
Arkansas,$13443.63
Arkansas,$2956.50
Arkansas,$9962.28
Arkansas,$7558.54
Arkansas,$20334.90
Arkansas,$6587.12
Arkansas,$10006.75
Arkansas,$11367.16
Arkansas,$9439.44
Arkansas,$16317.38
Arkansas,$16344.78
Arkansas,$11044.34
Arkansas,$9066.85
California,$25459.46
California,$20867.38
California,$11148.76
California,$28289.14
California,$25431.48
California,$25037.87
California,$21999.38
California,$30320.78
California,$23787.84
California,$40230.62
California,$39695.90
California,$12455.35
California,$68961.18
California,$13553.45
California,$31910.25
California,$32973.25
California,$47622.38
California,$39481.64
California,$30330.04
California,$32171.72
California,$39871.86
California,$20333.09
California,$29762.57
California,$46370.91
California,$13492.08
California,$9750.63
California,$34764.76
California,$25050.83
California,$57293.07
California,$31197.56
California,$38118.26
California,$31679.22
California,$25458.70
California,$39357.28
California,$21606.85
California,$31960.36
California,$32198.07
California,$39675.52
California,$19733.00
California,$30403.16
California,$18904.07
California,$51240.61
California,$15184.06
California,$17629.91
California,$29933.27
California,$30106.30
California,$47962.45
California,$20551.54
California,$22295.81
Colorado,$16340.43
Colorado,$13346.81
Colorado,$16180.77
Colorado,$18521.28
Connecticut,$18767.83
Connecticut,$18453.23
Connecticut,$14591.63
Connecticut,$20557.61
Connecticut,$17162.55
Connecticut,$16274.17
Connecticut,$14153.00
Connecticut,$14867.07
Connecticut,$9636.73
Connecticut,$22118.56
Connecticut,$12759.60
Delaware,$10397.38
Delaware,$14644.23
Delaware,$11105.70
District of Columbia,$15690.77
District of Columbia,$14470.02
District of Columbia,$13000.70
District of Columbia,$19404.97
Florida,$18318.33
Florida,$24168.20
Florida,$21507.68
Florida,$16945.40
Florida,$33739.73
Florida,$14005.00
Florida,$13188.78
Florida,$15769.48
Florida,$16623.26
Florida,$16849.69
Florida,$15248.53
Florida,$12264.33
Florida,$13393.21
Florida,$31536.72
Florida,$16512.00
Florida,$18298.58
Florida,$26615.90
Florida,$21229.14
Florida,$23704.36
Florida,$17776.42
Florida,$14139.59
Florida,$16084.36
Florida,$19968.73
Florida,$20519.25
Florida,$13720.18
Florida,$13623.78
Florida,$16633.66
Florida,$22836.52
Florida,$35569.02
Florida,$17331.19
Florida,$13116.58
Florida,$15563.23
Florida,$14034.47
Florida,$18581.27
Florida,$34344.27
Florida,$15734.08
Florida,$23166.69
Florida,$18414.62
Florida,$17657.00
Florida,$20865.20
Florida,$24704.30
Florida,$15129.50
Florida,$7399.45
Florida,$22712.32
Florida,$16080.42
Florida,$14674.25
Florida,$21660.44
Florida,$8424.46
Florida,$14561.54
Florida,$32522.64
Florida,$13184.85
Florida,$12850.22
Florida,$16252.53
Florida,$31602.92
Florida,$13589.36
Florida,$25863.53
Florida,$19089.66
Florida,$22507.53
Florida,$10690.13
Florida,$21206.85
Florida,$18754.75
Florida,$23153.71
Florida,$26241.85
Florida,$18978.60
Florida,$11973.87
Florida,$20472.64
Florida,$35173.18
Florida,$32803.17
Florida,$37492.52
Florida,$26093.27
Florida,$30185.55
Florida,$31024.45
Florida,$21227.74
Florida,$20238.53
Florida,$22865.07
Florida,$13628.60
Florida,$35360.05
Florida,$34317.68
Florida,$25675.41
Florida,$27580.76
Florida,$12655.36
Florida,$21198.42
Florida,$39231.14
Florida,$29097.41
Florida,$15584.57
Florida,$31394.94
Florida,$24793.61
Florida,$12033.08
Florida,$18887.22
Florida,$21865.30
Florida,$22008.77
Florida,$27479.73
Florida,$22433.60
Florida,$34132.88
Florida,$13857.61
Florida,$16880.85
Florida,$22432.69
Florida,$15573.22
Florida,$25194.16
Florida,$14376.50
Florida,$12944.52
Florida,$14234.16
Florida,$39205.08
Florida,$20720.00
Florida,$12267.16
Georgia,$15660.26
Georgia,$14150.00
Georgia,$13621.54
Georgia,$11933.78
Georgia,$13970.44
Georgia,$22670.72
Georgia,$17677.36
Georgia,$14512.66
Georgia,$22470.18
Georgia,$13372.25
Georgia,$15673.66
Georgia,$10470.92
Georgia,$12378.58
Georgia,$13203.63
Georgia,$14063.72
Georgia,$13857.71
Georgia,$12168.41
Georgia,$22870.70
Georgia,$14073.63
Georgia,$13214.36
Georgia,$19801.06
Georgia,$12261.12
Georgia,$16816.46
Georgia,$14875.75
Georgia,$16511.81
Georgia,$17427.00
Georgia,$16242.47
Georgia,$12394.13
Georgia,$18570.08
Georgia,$33413.53
Georgia,$11508.52
Georgia,$16782.50
Hawaii,$10817.35
Idaho,$13900.72
Illinois,$25996.90
Illinois,$15094.51
Illinois,$15422.11
Illinois,$12000.92
Illinois,$11587.18
Illinois,$21115.27
Illinois,$7752.63
Illinois,$8349.86
Illinois,$19144.00
Illinois,$7730.38
Illinois,$12961.28
Illinois,$16495.53
Illinois,$13598.17
Illinois,$15433.54
Illinois,$16621.00
Illinois,$13813.00
Illinois,$15683.96
Illinois,$18973.15
Illinois,$24911.60
Illinois,$17566.37
Illinois,$7418.89
Illinois,$17636.21
Illinois,$22766.66
Illinois,$9343.25
Illinois,$32491.70
Illinois,$15402.09
Illinois,$20486.18
Illinois,$15132.83
Illinois,$17318.45
Illinois,$7602.87
Illinois,$15258.20
Illinois,$12997.10
Illinois,$14309.85
Illinois,$13754.76
Illinois,$19412.81
Illinois,$10889.41
Illinois,$15791.79
Illinois,$14929.38
Illinois,$21668.31
Illinois,$21514.90
Illinois,$22400.31
Illinois,$16583.25
Illinois,$21486.00
Illinois,$17589.00
Illinois,$15234.26
Illinois,$16854.33
Illinois,$18847.45
Illinois,$16329.18
Illinois,$18003.00
Illinois,$16163.62
Illinois,$22806.68
Illinois,$13042.62
Illinois,$14510.44
Illinois,$17910.28
Illinois,$15565.45
Illinois,$19948.30
Illinois,$13997.62
Illinois,$17751.81
Illinois,$23188.91
Illinois,$12265.83
Illinois,$17177.68
Illinois,$19761.92
Illinois,$7859.41
Illinois,$17295.38
Illinois,$13966.42
Illinois,$17460.94
Illinois,$22981.42
Illinois,$12197.92
Indiana,$9482.42
Indiana,$13085.50
Indiana,$10573.03
Indiana,$11337.27
Indiana,$14763.40
Indiana,$11210.06
Indiana,$13573.76
Indiana,$11834.00
Indiana,$7797.18
Indiana,$14901.50
Indiana,$9759.54
Indiana,$12119.85
Indiana,$7158.50
Indiana,$17643.43
Indiana,$12858.60
Indiana,$15583.08
Indiana,$15850.44
Indiana,$17050.53
Indiana,$15612.35
Indiana,$12614.30
Indiana,$10318.33
Indiana,$9052.09
Indiana,$17186.72
Indiana,$14963.50
Indiana,$14840.00
Indiana,$13417.09
Indiana,$18880.92
Iowa,$9558.09
Iowa,$11608.38
Iowa,$10448.16
Iowa,$16474.18
Iowa,$11906.80
Iowa,$11922.66
Iowa,$14145.75
Iowa,$19542.20
Iowa,$9230.18
Kansas,$21464.78
Kansas,$21236.34
Kansas,$17059.12
Kansas,$17644.80
Kansas,$26049.45
Kentucky,$10723.71
Kentucky,$10803.29
Kentucky,$11116.47
Kentucky,$14574.33
Kentucky,$9247.47
Kentucky,$13011.02
Kentucky,$4537.03
Kentucky,$11626.75
Kentucky,$9232.66
Kentucky,$12046.75
Kentucky,$8255.31
